0.64006 0.431202 0.635915 
0.09903 -0.874015 0.475701 
-0.243206 0.966399 0.0832066 
-0.33905 -0.805728 -0.485641 
0.454791 0.831497 0.319027 
0.851194 -0.242325 0.465561 
-0.755808 0.320609 -0.570933 
0.613583 -0.317777 0.722865 
0.0194845 -0.507085 0.861676 
0.767207 0.491823 -0.411707 
0.0247241 -0.985614 0.167194 
0.418355 -0.494788 -0.761685 
-0.975012 0.100758 0.197988 
-0.989827 0.0256284 -0.139948 
0.66442 0.34836 0.661204 
-0.862547 0.501846 -0.0645236 
0.454965 -0.89048 -0.0072388 
-0.708898 -0.507381 -0.489927 
0.775869 0.422729 -0.468324 
-0.811086 0.0256159 0.584366 
0.573192 -0.791389 -0.212493 
0.69762 -0.442351 -0.563607 
0.336761 -0.885408 -0.320381 
-0.490292 0.19598 -0.849239 
-0.605002 0.589591 0.535122 
0.0401218 0.817876 -0.573994 
-0.642924 -0.641839 -0.417961 
0.0149901 0.0719291 -0.997297 
-0.485383 -0.857694 -0.1696 
0.543646 -0.620906 0.564734 
0.798421 0.264664 0.540811 
0.642893 0.112892 -0.757591 
-0.852244 -0.252286 -0.458293 
0.0724241 0.17359 0.982151 
0.0342001 -0.0360694 0.998764 
0.019547 0.993615 0.111121 
-0.335616 -0.708019 0.621346 
0.929731 -0.327954 -0.167469 
0.394972 0.915925 -0.0712676 
0.33217 0.82879 0.450299 
-0.0122487 0.444213 0.895838 
0.422211 -0.431564 -0.797176 
-0.738849 -0.286045 -0.610147 
0.208683 0.977981 -0.00229924 
0.548616 -0.521399 -0.653578 
0.411521 -0.378689 0.829002 
0.17513 0.524051 -0.833486 
0.20351 -0.814424 -0.543413 
0.400797 -0.657954 0.63754 
0.267933 0.943979 0.192652 
-0.536497 -0.7502 -0.386484 
0.866255 -0.450141 0.216738 
0.440878 0.677414 0.588844 
0.0923476 0.30863 0.946689 
-0.946401 -0.0140661 -0.322688 
0.753499 -0.417376 0.507973 
0.186014 0.623176 -0.759639 
0.251415 0.66815 0.700261 
-0.0585579 -0.448798 0.891713 
0.222075 -0.829496 -0.512463 
0.319194 -0.128118 0.938989 
0.749863 0.365187 -0.551673 
-0.818919 0.526143 -0.229227 
0.595517 -0.705543 -0.384146 
0.940786 -0.338296 0.0218416 
-0.353744 0.284444 -0.891042 
0.339477 -0.938287 -0.0661256 
-0.959385 -0.115278 -0.257471 
0.929512 -0.191366 0.315257 
0.344571 -0.661401 -0.666198 
0.127742 -0.970889 -0.202626 
0.432495 -0.677624 -0.59479 
0.356871 0.837671 -0.413462 
-0.11221 0.872852 0.474909 
-0.716353 0.622235 0.315694 
-0.637797 0.0155257 0.770048 
-0.263572 -0.323291 -0.908852 
0.0903575 -0.534968 -0.840027 
0.3044 0.0399365 -0.951707 
0.813208 -0.581103 -0.0318133 
0.926797 0.106098 0.360264 
0.923039 -0.279403 0.264447 
-0.229621 -0.540423 -0.809455 
0.626488 -0.57969 -0.52103 
0.0581341 -0.990611 0.123733 
0.575725 0.291599 0.763879 
0.356354 0.415829 0.836719 
-0.708466 -0.703931 -0.0505677 
-0.559746 -0.766785 0.314204 
-0.60176 0.795797 0.0677585 
-0.461061 -0.65255 -0.601333 
-0.655398 0.573231 0.491793 
0.731991 0.326489 -0.597991 
0.38597 -0.922142 -0.0261179 
-0.859215 -0.289834 0.421599 
0.903421 0.214941 -0.370986 
0.650775 -0.702317 -0.288519 
0.995664 0.08972 0.024556 
0.661177 0.530157 -0.530828 
0.944806 -0.192035 0.26545 
0.812521 -0.107231 0.572984 
0.725024 -0.489846 -0.484139 
-0.071703 0.702178 -0.708381 
0.364059 0.926759 0.0926239 
-0.121908 0.332013 0.935364 
0.034893 0.0881982 -0.995492 
0.593086 -0.411145 -0.692249 
0.436181 -0.858066 -0.271052 
0.990294 -0.0153433 -0.138138 
0.33305 -0.0182845 -0.942732 
-0.723775 -0.350394 0.594453 
0.385547 -0.921414 0.0484713 
0.371023 -0.469123 -0.801415 
-0.627207 0.269744 -0.73065 
-0.428757 -0.900922 0.067137 
-0.377262 0.696158 0.610768 
0.63627 0.0617441 -0.768991 
-0.0947988 0.986993 0.129835 
0.764369 -0.616258 -0.189649 
0.940448 0.314346 0.129395 
-0.60416 0.183357 0.775481 
-0.269599 -0.954692 0.126017 
-0.350134 0.910458 0.220163 
0.645628 -0.0250889 0.76324 
-0.509366 0.835886 0.204549 
-0.856744 -0.0170465 -0.51546 
-0.659501 0.736165 0.152049 
0.272681 -0.393999 0.87773 
0.463195 0.62368 -0.629661 
0.758768 -0.26274 0.596019 
-0.482833 0.196143 0.853464 
-0.427584 -0.260929 0.865499 
0.877531 0.436931 -0.197563 
0.424841 0.311085 0.850139 
-0.289342 -0.956929 0.0238412 
0.304012 -0.0353883 0.952011 
0.934415 -0.236023 0.26676 
-0.728202 -0.128766 0.673158 
0.610997 0.158811 -0.77554 
-0.38116 0.0860241 -0.920498 
