1 	 4.934802 	 2.934802 
2 	 0.876090 	 1.123910 
3 	 2.211353 	 0.211353 
4 	 1.976022 	 0.023978 
5 	 2.001829 	 0.001829 
6 	 1.999900 	 0.000100 
7 	 2.000004 	 0.000004 
8 	 2.000000 	 0.000000 
9 	 2.000000 	 0.000000 
10 	 2.000000 	 0.000000 
11 	 2.000000 	 0.000000 
12 	 2.000000 	 0.000000 
13 	 2.000000 	 0.000000 
14 	 2.000000 	 0.000000 
15 	 2.000000 	 0.000000 
16 	 2.000000 	 0.000000 
17 	 2.000000 	 0.000000 
18 	 2.000000 	 0.000000 
19 	 2.000000 	 0.000000 
20 	 2.000000 	 0.000000 
21 	 2.000000 	 0.000000 
22 	 2.000000 	 0.000000 
23 	 2.000000 	 0.000000 
24 	 2.000000 	 0.000000 
25 	 2.000000 	 0.000000 
26 	 2.000000 	 0.000000 
27 	 2.000000 	 0.000000 
28 	 2.000000 	 0.000000 
29 	 2.000000 	 0.000000 
30 	 2.000000 	 0.000000 
